County,Data Generation Date,OSHPD Project Status,Total Costs of OSHPD Projects,Number of OSHPD Projects,Collection of Counties
34 - Sacramento,10/22/2015,In Closure,$120608694.00,48,Greater Sacramento Counties
35 - San Benito,10/22/2015,In Review,$0.00,0,
35 - San Benito,10/22/2015,Pending Construction,$270388.00,3,
35 - San Benito,10/22/2015,In Construction,$14048205.00,4,
35 - San Benito,10/22/2015,In Closure,$0.00,0,
36 - San Bernardino,10/22/2015,In Review,$658273655.00,63,
36 - San Bernardino,10/22/2015,Pending Construction,$22930032.00,88,
36 - San Bernardino,10/22/2015,In Construction,$201015894.00,107,
36 - San Bernardino,10/22/2015,In Closure,$7941656.00,51,
37 - San Diego,10/22/2015,In Review,$98375880.00,115,
37 - San Diego,10/22/2015,Pending Construction,$62827122.00,108,
37 - San Diego,10/22/2015,In Construction,$944800938.00,243,
37 - San Diego,10/22/2015,In Closure,$64479515.00,98,
38 - San Francisco,10/22/2015,In Review,$413450256.00,53,Bay Area Counties
38 - San Francisco,10/22/2015,Pending Construction,$36559802.00,36,Bay Area Counties
38 - San Francisco,10/22/2015,In Construction,$1227171333.00,140,Bay Area Counties
38 - San Francisco,10/22/2015,In Closure,$471035242.00,24,Bay Area Counties
39 - San Joaquin,10/22/2015,In Review,$38184758.00,25,
39 - San Joaquin,10/22/2015,Pending Construction,$5160270.00,19,
39 - San Joaquin,10/22/2015,In Construction,$15027648.00,50,
39 - San Joaquin,10/22/2015,In Closure,$7617143.00,23,
40 - San Luis Obispo,10/22/2015,In Review,$1796486.00,7,
40 - San Luis Obispo,10/22/2015,Pending Construction,$1286450.00,16,
40 - San Luis Obispo,10/22/2015,In Construction,$3748503.00,13,
40 - San Luis Obispo,10/22/2015,In Closure,$7655277.00,17,
41 - San Mateo,10/22/2015,In Review,$69716917.00,32,Bay Area Counties
41 - San Mateo,10/22/2015,Pending Construction,$156331017.00,38,Bay Area Counties
41 - San Mateo,10/22/2015,In Construction,$72698149.00,35,Bay Area Counties
41 - San Mateo,10/22/2015,In Closure,$42284385.00,18,Bay Area Counties
42 - Santa Barbara,10/22/2015,In Review,$3864554.00,18,
42 - Santa Barbara,10/22/2015,Pending Construction,$5785208.00,18,
42 - Santa Barbara,10/22/2015,In Construction,$373983296.00,53,
42 - Santa Barbara,10/22/2015,In Closure,$19010775.00,26,
43 - Santa Clara,10/22/2015,In Review,$255029673.00,86,Bay Area Counties
43 - Santa Clara,10/22/2015,Pending Construction,$15217149.00,45,Bay Area Counties
43 - Santa Clara,10/22/2015,In Construction,$1698595096.00,133,Bay Area Counties
43 - Santa Clara,10/22/2015,In Closure,$139421048.00,38,Bay Area Counties
44 - Santa Cruz,10/22/2015,In Review,$14213650.00,7,
44 - Santa Cruz,10/22/2015,Pending Construction,$330009.00,4,
44 - Santa Cruz,10/22/2015,In Construction,$9545505.00,11,
44 - Santa Cruz,10/22/2015,In Closure,$1024801.00,6,
45 - Shasta,10/22/2015,In Review,$1163985.00,10,
45 - Shasta,10/22/2015,Pending Construction,$1054150.00,13,
45 - Shasta,10/22/2015,In Construction,$9114318.00,19,
45 - Shasta,10/22/2015,In Closure,$2883085.00,22,
46 - Sierra,10/22/2015,In Review,$0.00,0,
46 - Sierra,10/22/2015,Pending Construction,$0.00,0,
46 - Sierra,10/22/2015,In Construction,$0.00,0,
46 - Sierra,10/22/2015,In Closure,$0.00,0,
47 - Siskiyou,10/22/2015,In Review,$1604000.00,5,
47 - Siskiyou,10/22/2015,Pending Construction,$661000.00,5,
47 - Siskiyou,10/22/2015,In Construction,$553032.00,5,
47 - Siskiyou,10/22/2015,In Closure,$1146708.00,8,
48 - Solano,10/22/2015,In Review,$58380722.00,16,Bay Area Counties
48 - Solano,10/22/2015,Pending Construction,$734000.00,8,Bay Area Counties
48 - Solano,10/22/2015,In Construction,$45941115.00,32,Bay Area Counties
48 - Solano,10/22/2015,In Closure,$10799530.00,24,Bay Area Counties
49 - Sonoma,10/22/2015,In Review,$6104196.00,23,Bay Area Counties
49 - Sonoma,10/22/2015,Pending Construction,$1286806.00,15,Bay Area Counties
49 - Sonoma,10/22/2015,In Construction,$19048868.00,67,Bay Area Counties
49 - Sonoma,10/22/2015,In Closure,$131483008.00,29,Bay Area Counties
50 - Stanislaus,10/22/2015,In Review,$11201004.00,14,
50 - Stanislaus,10/22/2015,Pending Construction,$5575575.00,31,
50 - Stanislaus,10/22/2015,In Construction,$32265435.00,39,
50 - Stanislaus,10/22/2015,In Closure,$5061858.00,18,
51 - Sutter,10/22/2015,In Review,$30000.00,2,
51 - Sutter,10/22/2015,Pending Construction,$12666000.00,2,
51 - Sutter,10/22/2015,In Construction,$280767.00,2,
51 - Sutter,10/22/2015,In Closure,$0.00,0,
52 - Tehama,10/22/2015,In Review,$270000.00,1,
52 - Tehama,10/22/2015,Pending Construction,$548636.00,3,
52 - Tehama,10/22/2015,In Construction,$2576244.00,9,
52 - Tehama,10/22/2015,In Closure,$579078.00,4,
53 - Trinity,10/22/2015,In Review,$175000.00,3,
53 - Trinity,10/22/2015,Pending Construction,$258500.00,2,
53 - Trinity,10/22/2015,In Construction,$1381817.00,1,
53 - Trinity,10/22/2015,In Closure,$115605.00,1,
54 - Tulare,10/22/2015,In Review,$25768389.00,10,
54 - Tulare,10/22/2015,Pending Construction,$4502800.00,8,
54 - Tulare,10/22/2015,In Construction,$78452090.00,22,
54 - Tulare,10/22/2015,In Closure,$1007000.00,4,
55 - Tuolumne,10/22/2015,In Review,$1473127.00,2,
55 - Tuolumne,10/22/2015,Pending Construction,$0.00,0,
55 - Tuolumne,10/22/2015,In Construction,$5000.00,1,
55 - Tuolumne,10/22/2015,In Closure,$575861.00,3,
56 - Ventura,10/22/2015,In Review,$98777266.00,63,Greater Los Angeles Counties
56 - Ventura,10/22/2015,Pending Construction,$23212098.00,38,Greater Los Angeles Counties
56 - Ventura,10/22/2015,In Construction,$548114623.00,99,Greater Los Angeles Counties
56 - Ventura,10/22/2015,In Closure,$39295712.00,25,Greater Los Angeles Counties
57 - Yolo,10/22/2015,In Review,$6027841.00,8,Greater Sacramento Counties
57 - Yolo,10/22/2015,Pending Construction,$556571.00,9,Greater Sacramento Counties
57 - Yolo,10/22/2015,In Construction,$4506898.00,13,Greater Sacramento Counties
57 - Yolo,10/22/2015,In Closure,$823730.00,2,Greater Sacramento Counties
58 - Yuba,10/22/2015,In Review,$9713892.00,7,
58 - Yuba,10/22/2015,Pending Construction,$210000.00,2,
58 - Yuba,10/22/2015,In Construction,$96453310.00,5,
58 - Yuba,10/22/2015,In Closure,$44739275.00,2,
01 - Alameda,11/5/2015,In Review,$158131577.00,68,Bay Area Counties
01 - Alameda,11/5/2015,Pending Construction,$56952183.00,115,Bay Area Counties
01 - Alameda,11/5/2015,In Construction,$526358380.00,133,Bay Area Counties
01 - Alameda,11/5/2015,In Closure,$190044742.00,97,Bay Area Counties
02 - Alpine,11/5/2015,In Review,$0.00,0,
02 - Alpine,11/5/2015,Pending Construction,$0.00,0,
02 - Alpine,11/5/2015,In Construction,$0.00,0,
02 - Alpine,11/5/2015,In Closure,$0.00,0,
03 - Amador,11/5/2015,In Review,$406000.00,2,
03 - Amador,11/5/2015,Pending Construction,$243225.00,3,
03 - Amador,11/5/2015,In Construction,$2620725.00,2,
03 - Amador,11/5/2015,In Closure,$1306353.00,3,
04 - Butte,11/5/2015,In Review,$1545167.00,4,
04 - Butte,11/5/2015,Pending Construction,$5792854.00,10,
04 - Butte,11/5/2015,In Construction,$3252915.00,11,
04 - Butte,11/5/2015,In Closure,$97168802.00,7,
05 - Calaveras,11/5/2015,In Review,$73423.00,1,
05 - Calaveras,11/5/2015,Pending Construction,$33750.00,1,
05 - Calaveras,11/5/2015,In Construction,$103650.00,1,
05 - Calaveras,11/5/2015,In Closure,$398844.00,4,
06 - Colusa,11/5/2015,In Review,$0.00,0,
06 - Colusa,11/5/2015,Pending Construction,$0.00,0,
06 - Colusa,11/5/2015,In Construction,$0.00,0,
06 - Colusa,11/5/2015,In Closure,$137066.00,3,
07 - Contra Costa,11/5/2015,In Review,$25080696.00,25,Bay Area Counties
07 - Contra Costa,11/5/2015,Pending Construction,$11174470.00,30,Bay Area Counties
07 - Contra Costa,11/5/2015,In Construction,$40828548.00,70,Bay Area Counties
07 - Contra Costa,11/5/2015,In Closure,$9564663.00,24,Bay Area Counties
08 - Del Norte,11/5/2015,In Review,$2140000.00,2,
08 - Del Norte,11/5/2015,Pending Construction,$145000.00,2,
08 - Del Norte,11/5/2015,In Construction,$482970.00,5,
08 - Del Norte,11/5/2015,In Closure,$1282552.00,1,
09 - El Dorado,11/5/2015,In Review,$5628170.00,7,Greater Sacramento Counties
09 - El Dorado,11/5/2015,Pending Construction,$100000.00,1,Greater Sacramento Counties
09 - El Dorado,11/5/2015,In Construction,$14628652.00,14,Greater Sacramento Counties
09 - El Dorado,11/5/2015,In Closure,$141260.00,3,Greater Sacramento Counties
10 - Fresno,11/5/2015,In Review,$34694751.00,22,
10 - Fresno,11/5/2015,Pending Construction,$9139227.00,34,
10 - Fresno,11/5/2015,In Construction,$84304434.00,91,
10 - Fresno,11/5/2015,In Closure,$80875719.00,39,
11 - Glenn,11/5/2015,In Review,$12912075.00,1,
11 - Glenn,11/5/2015,Pending Construction,$50000.00,1,
11 - Glenn,11/5/2015,In Construction,$284685.00,1,
11 - Glenn,11/5/2015,In Closure,$0.00,0,
12 - Humboldt,11/5/2015,In Review,$12764433.00,10,
12 - Humboldt,11/5/2015,Pending Construction,$412000.00,6,
12 - Humboldt,11/5/2015,In Construction,$89569870.00,18,
12 - Humboldt,11/5/2015,In Closure,$243000.00,3,
13 - Imperial,11/5/2015,In Review,$43162000.00,3,
13 - Imperial,11/5/2015,Pending Construction,$20000000.00,3,
13 - Imperial,11/5/2015,In Construction,$9243858.00,7,
13 - Imperial,11/5/2015,In Closure,$403348.00,4,
14 - Inyo,11/5/2015,In Review,$30000.00,1,
14 - Inyo,11/5/2015,Pending Construction,$0.00,0,
14 - Inyo,11/5/2015,In Construction,$0.00,0,
14 - Inyo,11/5/2015,In Closure,$45000.00,1,
15 - Kern,11/5/2015,In Review,$10262576.00,26,
15 - Kern,11/5/2015,Pending Construction,$3115170.00,21,
15 - Kern,11/5/2015,In Construction,$67806090.00,36,
15 - Kern,11/5/2015,In Closure,$2258189.00,11,
16 - Kings,11/5/2015,In Review,$150000.00,1,
16 - Kings,11/5/2015,Pending Construction,$27000.00,3,
16 - Kings,11/5/2015,In Construction,$28313428.00,3,
16 - Kings,11/5/2015,In Closure,$5670.00,1,
17 - Lake,11/5/2015,In Review,$407286.00,7,
17 - Lake,11/5/2015,Pending Construction,$984000.00,2,
17 - Lake,11/5/2015,In Construction,$3568639.00,8,
17 - Lake,11/5/2015,In Closure,$9064984.00,7,
18 - Lassen,11/5/2015,In Review,$0.00,0,
18 - Lassen,11/5/2015,Pending Construction,$1002600.00,3,
18 - Lassen,11/5/2015,In Construction,$1513531.00,11,
18 - Lassen,11/5/2015,In Closure,$671182.00,3,
19 - Los Angeles,11/5/2015,In Review,$623660552.00,559,Greater Los Angeles Counties
19 - Los Angeles,11/5/2015,Pending Construction,$215490573.00,523,Greater Los Angeles Counties
19 - Los Angeles,11/5/2015,In Construction,$930187515.00,900,Greater Los Angeles Counties
19 - Los Angeles,11/5/2015,In Closure,$1215277035.00,526,Greater Los Angeles Counties
20 - Madera,11/5/2015,In Review,$2914783.00,7,
20 - Madera,11/5/2015,Pending Construction,$2142289.00,15,
20 - Madera,11/5/2015,In Construction,$5128170.00,15,
20 - Madera,11/5/2015,In Closure,$4458215.00,15,
21 - Marin,11/5/2015,In Review,$189936577.00,20,Bay Area Counties
21 - Marin,11/5/2015,Pending Construction,$99322729.00,17,Bay Area Counties
21 - Marin,11/5/2015,In Construction,$16346870.00,31,Bay Area Counties
21 - Marin,11/5/2015,In Closure,$20315320.00,13,Bay Area Counties
22 - Mariposa,11/5/2015,In Review,$198686.00,1,
22 - Mariposa,11/5/2015,Pending Construction,$6000.00,1,
22 - Mariposa,11/5/2015,In Construction,$163850.00,1,
22 - Mariposa,11/5/2015,In Closure,$0.00,0,
23 - Mendocino,11/5/2015,In Review,$3570338.00,15,
23 - Mendocino,11/5/2015,Pending Construction,$128000.00,4,
23 - Mendocino,11/5/2015,In Construction,$61662342.00,24,
23 - Mendocino,11/5/2015,In Closure,$941973.00,12,
24 - Merced,11/5/2015,In Review,$110266.00,6,
24 - Merced,11/5/2015,Pending Construction,$302338.00,5,
24 - Merced,11/5/2015,In Construction,$13049068.00,7,
24 - Merced,11/5/2015,In Closure,$409889.00,5,
25 - Modoc,11/5/2015,In Review,$0.00,0,
25 - Modoc,11/5/2015,Pending Construction,$9500.00,1,
25 - Modoc,11/5/2015,In Construction,$0.00,0,
25 - Modoc,11/5/2015,In Closure,$0.00,0,
26 - Mono,11/5/2015,In Review,$0.00,0,
26 - Mono,11/5/2015,Pending Construction,$60000.00,1,
26 - Mono,11/5/2015,In Construction,$21398.00,3,
26 - Mono,11/5/2015,In Closure,$0.00,0,
27 - Monterey,11/5/2015,In Review,$14018286.00,21,
27 - Monterey,11/5/2015,Pending Construction,$2677458.00,12,
27 - Monterey,11/5/2015,In Construction,$40722393.00,20,
27 - Monterey,11/5/2015,In Closure,$160000.00,1,
28 - Napa,11/5/2015,In Review,$2875827.00,20,Bay Area Counties
28 - Napa,11/5/2015,Pending Construction,$649314.00,11,Bay Area Counties
28 - Napa,11/5/2015,In Construction,$3142485.00,16,Bay Area Counties
28 - Napa,11/5/2015,In Closure,$85533386.00,17,Bay Area Counties
29 - Nevada,11/5/2015,In Review,$7724971.00,12,
29 - Nevada,11/5/2015,Pending Construction,$430000.00,3,
29 - Nevada,11/5/2015,In Construction,$46323133.00,21,
29 - Nevada,11/5/2015,In Closure,$10854903.00,10,
30 - Orange,11/5/2015,In Review,$53246509.00,75,Greater Los Angeles Counties
30 - Orange,11/5/2015,Pending Construction,$13769167.00,55,Greater Los Angeles Counties
30 - Orange,11/5/2015,In Construction,$108938781.00,200,Greater Los Angeles Counties
30 - Orange,11/5/2015,In Closure,$50350874.00,163,Greater Los Angeles Counties
31 - Placer,11/5/2015,In Review,$1690906.00,17,Greater Sacramento Counties
31 - Placer,11/5/2015,Pending Construction,$1155488.00,11,Greater Sacramento Counties
31 - Placer,11/5/2015,In Construction,$17124082.00,38,Greater Sacramento Counties
31 - Placer,11/5/2015,In Closure,$19708032.00,18,Greater Sacramento Counties
32 - Plumas,11/5/2015,In Review,$30000.00,1,
32 - Plumas,11/5/2015,Pending Construction,$185555.00,6,
32 - Plumas,11/5/2015,In Construction,$45900.00,1,
32 - Plumas,11/5/2015,In Closure,$0.00,0,
33 - Riverside,11/5/2015,In Review,$130894931.00,56,
33 - Riverside,11/5/2015,Pending Construction,$204232626.00,81,
33 - Riverside,11/5/2015,In Construction,$242211185.00,128,
33 - Riverside,11/5/2015,In Closure,$13357860.00,57,
34 - Sacramento,11/5/2015,In Review,$78377000.00,71,Greater Sacramento Counties
34 - Sacramento,11/5/2015,Pending Construction,$121837693.00,56,Greater Sacramento Counties
34 - Sacramento,11/5/2015,In Construction,$303887840.00,147,Greater Sacramento Counties
34 - Sacramento,11/5/2015,In Closure,$116736302.00,47,Greater Sacramento Counties
35 - San Benito,11/5/2015,In Review,$0.00,0,
35 - San Benito,11/5/2015,Pending Construction,$270388.00,3,
35 - San Benito,11/5/2015,In Construction,$14048205.00,4,
35 - San Benito,11/5/2015,In Closure,$0.00,0,
36 - San Bernardino,11/5/2015,In Review,$658696655.00,61,
36 - San Bernardino,11/5/2015,Pending Construction,$23084532.00,93,
36 - San Bernardino,11/5/2015,In Construction,$200868330.00,105,
36 - San Bernardino,11/5/2015,In Closure,$8368832.00,54,
37 - San Diego,11/5/2015,In Review,$98139273.00,107,
37 - San Diego,11/5/2015,Pending Construction,$62915091.00,113,
37 - San Diego,11/5/2015,In Construction,$940319202.00,234,
37 - San Diego,11/5/2015,In Closure,$69673180.00,104,
38 - San Francisco,11/5/2015,In Review,$422004281.00,52,Bay Area Counties
38 - San Francisco,11/5/2015,Pending Construction,$38738077.00,37,Bay Area Counties
38 - San Francisco,11/5/2015,In Construction,$1226870815.00,141,Bay Area Counties
38 - San Francisco,11/5/2015,In Closure,$432054872.00,22,Bay Area Counties
39 - San Joaquin,11/5/2015,In Review,$38184758.00,25,
39 - San Joaquin,11/5/2015,Pending Construction,$3855256.00,16,
39 - San Joaquin,11/5/2015,In Construction,$17769225.00,53,
39 - San Joaquin,11/5/2015,In Closure,$7617143.00,23,
40 - San Luis Obispo,11/5/2015,In Review,$1930486.00,8,
40 - San Luis Obispo,11/5/2015,Pending Construction,$1057193.00,15,
40 - San Luis Obispo,11/5/2015,In Construction,$3951503.00,14,
40 - San Luis Obispo,11/5/2015,In Closure,$7655277.00,17,
41 - San Mateo,11/5/2015,In Review,$78892629.00,31,Bay Area Counties
41 - San Mateo,11/5/2015,Pending Construction,$157370558.00,37,Bay Area Counties
41 - San Mateo,11/5/2015,In Construction,$71838643.00,35,Bay Area Counties
41 - San Mateo,11/5/2015,In Closure,$45743421.00,18,Bay Area Counties
42 - Santa Barbara,11/5/2015,In Review,$3858554.00,17,
42 - Santa Barbara,11/5/2015,Pending Construction,$4473508.00,13,
42 - Santa Barbara,11/5/2015,In Construction,$376307240.00,56,
42 - Santa Barbara,11/5/2015,In Closure,$19060275.00,28,
43 - Santa Clara,11/5/2015,In Review,$254126339.00,85,Bay Area Counties
43 - Santa Clara,11/5/2015,Pending Construction,$12997946.00,47,Bay Area Counties
43 - Santa Clara,11/5/2015,In Construction,$1692784471.00,130,Bay Area Counties
43 - Santa Clara,11/5/2015,In Closure,$145191674.00,38,Bay Area Counties
44 - Santa Cruz,11/5/2015,In Review,$14213650.00,7,
44 - Santa Cruz,11/5/2015,Pending Construction,$330009.00,4,
44 - Santa Cruz,11/5/2015,In Construction,$9543505.00,11,
44 - Santa Cruz,11/5/2015,In Closure,$1285500.00,6,
45 - Shasta,11/5/2015,In Review,$1858985.00,12,
45 - Shasta,11/5/2015,Pending Construction,$1055650.00,13,
45 - Shasta,11/5/2015,In Construction,$8798014.00,17,
45 - Shasta,11/5/2015,In Closure,$3472146.00,24,
46 - Sierra,11/5/2015,In Review,$0.00,0,
46 - Sierra,11/5/2015,Pending Construction,$0.00,0,
46 - Sierra,11/5/2015,In Construction,$0.00,0,
46 - Sierra,11/5/2015,In Closure,$0.00,0,
47 - Siskiyou,11/5/2015,In Review,$1683000.00,6,
47 - Siskiyou,11/5/2015,Pending Construction,$663000.00,5,
47 - Siskiyou,11/5/2015,In Construction,$553032.00,5,
47 - Siskiyou,11/5/2015,In Closure,$1146708.00,8,
48 - Solano,11/5/2015,In Review,$57895045.00,13,Bay Area Counties
48 - Solano,11/5/2015,Pending Construction,$1330530.00,12,Bay Area Counties
48 - Solano,11/5/2015,In Construction,$45053977.00,28,Bay Area Counties
48 - Solano,11/5/2015,In Closure,$12135155.00,28,Bay Area Counties
49 - Sonoma,11/5/2015,In Review,$6371697.00,24,Bay Area Counties
49 - Sonoma,11/5/2015,Pending Construction,$1234306.00,14,Bay Area Counties
49 - Sonoma,11/5/2015,In Construction,$18591082.00,63,Bay Area Counties
49 - Sonoma,11/5/2015,In Closure,$132131578.00,35,Bay Area Counties
50 - Stanislaus,11/5/2015,In Review,$11048351.00,14,
50 - Stanislaus,11/5/2015,Pending Construction,$4086221.00,19,
50 - Stanislaus,11/5/2015,In Construction,$29125085.00,39,
50 - Stanislaus,11/5/2015,In Closure,$5184540.00,20,
51 - Sutter,11/5/2015,In Review,$30000.00,2,
51 - Sutter,11/5/2015,Pending Construction,$12666000.00,2,
51 - Sutter,11/5/2015,In Construction,$280767.00,2,
51 - Sutter,11/5/2015,In Closure,$0.00,0,
52 - Tehama,11/5/2015,In Review,$433000.00,2,
52 - Tehama,11/5/2015,Pending Construction,$548636.00,3,
52 - Tehama,11/5/2015,In Construction,$2576244.00,9,
52 - Tehama,11/5/2015,In Closure,$579078.00,4,
53 - Trinity,11/5/2015,In Review,$145000.00,2,
53 - Trinity,11/5/2015,Pending Construction,$288500.00,3,
53 - Trinity,11/5/2015,In Construction,$1392817.00,1,
53 - Trinity,11/5/2015,In Closure,$115605.00,1,
54 - Tulare,11/5/2015,In Review,$25732389.00,9,
54 - Tulare,11/5/2015,Pending Construction,$4585415.00,9,
54 - Tulare,11/5/2015,In Construction,$78429090.00,21,
54 - Tulare,11/5/2015,In Closure,$1157364.00,5,
55 - Tuolumne,11/5/2015,In Review,$1473127.00,2,
55 - Tuolumne,11/5/2015,Pending Construction,$0.00,0,
55 - Tuolumne,11/5/2015,In Construction,$5000.00,1,
55 - Tuolumne,11/5/2015,In Closure,$575861.00,3,
56 - Ventura,11/5/2015,In Review,$98504978.00,62,Greater Los Angeles Counties
56 - Ventura,11/5/2015,Pending Construction,$23680547.00,39,Greater Los Angeles Counties
56 - Ventura,11/5/2015,In Construction,$548176981.00,101,Greater Los Angeles Counties
56 - Ventura,11/5/2015,In Closure,$39313012.00,25,Greater Los Angeles Counties
57 - Yolo,11/5/2015,In Review,$3733086.00,6,Greater Sacramento Counties
57 - Yolo,11/5/2015,Pending Construction,$2774326.00,9,Greater Sacramento Counties
57 - Yolo,11/5/2015,In Construction,$4537898.00,14,Greater Sacramento Counties
57 - Yolo,11/5/2015,In Closure,$823730.00,2,Greater Sacramento Counties
58 - Yuba,11/5/2015,In Review,$6063892.00,6,
58 - Yuba,11/5/2015,Pending Construction,$4010000.00,4,
58 - Yuba,11/5/2015,In Construction,$96453310.00,5,
58 - Yuba,11/5/2015,In Closure,$44739275.00,2,
01 - Alameda,11/19/2015,In Review,$137982324.00,66,Bay Area Counties
01 - Alameda,11/19/2015,Pending Construction,$76776403.00,112,Bay Area Counties
01 - Alameda,11/19/2015,In Construction,$529586623.00,139,Bay Area Counties
01 - Alameda,11/19/2015,In Closure,$177630421.00,81,Bay Area Counties
